Name,Rank,Level,Link,Gold,Silver,Bronze,Points,Joined,Country,Total Competitions,Total Datasets,Total Codes,Total Discussions,Highest Rank,Current Rank,Current Level
Atharva Ingle,1253,expert,https://www.kaggle.com/atharvaingle,0,3,6,82,3 years ago,"Pune, Maharashtra, India",26.0,138.0,61,245,1035.0,1264.0,Competitions Expert
shinmura0,1254,expert,https://www.kaggle.com/shinmurashinmura,1,0,4,82,3 years ago,"Nagano, Nagano, Japan",7.0,2.0,6,124,1162.0,1249.0,Competitions Master
Rahul jha,1255,expert,https://www.kaggle.com/blackhurt,0,1,15,82,3 years ago,"Delhi, Delhi, India",3.0,5.0,49,51,557.0,1265.0,Notebooks Expert
Md Waquar Azam,1256,expert,https://www.kaggle.com/mdwaquarazam,0,0,8,82,2 years ago,"Katihar, Bihar, India",,16.0,22,85,1179.0,1280.0,Datasets Expert
Parampreet Singh,1257,expert,https://www.kaggle.com/param302,0,1,7,82,a year ago,"New Delhi, Delhi, India",4.0,,45,38,1203.0,1281.0,Notebooks Expert
Kush Trivedi,1258,expert,https://www.kaggle.com/kushtrivedi14728,0,1,4,82,a year ago,"Shawnee, Kansas, United States",14.0,9.0,28,64,1248.0,1282.0,Competitions Expert
Mustafa Keser,1259,expert,https://www.kaggle.com/mustafakeser4,0,0,9,82,10 months ago,,13.0,2.0,21,17,1232.0,1240.0,Notebooks Expert
gabriel pizzo,1260,expert,https://www.kaggle.com/gabrieldu69,0,1,11,82,9 months ago,"Lyon, Auvergne-Rhône-Alpes, France",1.0,1.0,14,30,1099.0,1283.0,Notebooks Expert
Koustav Ghosh,1261,expert,https://www.kaggle.com/koustavghosh149,0,2,6,82,7 months ago,"Baruipur, West Bengal, India",,2.0,8,45,1131.0,1284.0,Notebooks Expert
Tarun Kumar,1262,expert,https://www.kaggle.com/tarunkumar1912,0,0,7,82,a month ago,"Jaipur, Rajasthan, India",2.0,3.0,10,65,1114.0,1115.0,Notebooks Expert
Steven Ferrer,1263,expert,https://www.kaggle.com/stevenrferrer,1,1,8,81,6 years ago,,10.0,7.0,22,102,613.0,1273.0,Notebooks Expert
Möbius,1264,expert,https://www.kaggle.com/arashnic,1,1,11,81,6 years ago,"Melbourne, Victoria, Australia",55.0,62.0,35,170,497.0,1286.0,Competitions Master
Atul Anand {Jha},1265,expert,https://www.kaggle.com/atulanandjha,1,8,1,81,5 years ago,"Gurugram, Haryana, India",,5.0,10,353,271.0,1274.0,Datasets Master
Salman,1266,expert,https://www.kaggle.com/micheomaano,1,4,5,81,3 years ago,"Islamabad, Islamabad Capital Territory, Pakistan",23.0,200.0,28,184,364.0,1287.0,Notebooks Expert
Osama Hameed,1267,expert,https://www.kaggle.com/osamahameed,0,1,7,81,3 years ago,"Jeddah, Makkah Province, Saudi Arabia",,,16,75,1157.0,1277.0,Notebooks Expert
İlker Yıldız,1268,expert,https://www.kaggle.com/ilkeryildiz,0,7,0,81,3 years ago,"İstanbul, İstanbul, Turkey",,4.0,7,32,462.0,1288.0,Datasets Expert
l3LlFF,1269,expert,https://www.kaggle.com/l3llff,0,2,9,81,2 years ago,"Kawasaki, Kanagawa, Japan",9.0,8.0,17,125,846.0,1278.0,Datasets Expert
L0Z1K,1270,expert,https://www.kaggle.com/baekseungyun,0,1,9,81,2 years ago,"Seoul, Seoul, South Korea",6.0,3.0,15,97,872.0,1279.0,Notebooks Expert
Mohamed Elsayed,1271,expert,https://www.kaggle.com/mhmdsyed,0,2,11,81,2 years ago,"Cairo, Cairo Governorate, Egypt",6.0,,14,109,535.0,1290.0,Notebooks Expert
ANZ,1272,expert,https://www.kaggle.com/sakuraandblackcat,1,5,4,81,2 years ago,"Tokyo, Tokyo, Japan",8.0,,10,98,452.0,1291.0,Notebooks Expert
Sakshi Jha,1273,expert,https://www.kaggle.com/sakshi20008,0,2,3,81,2 years ago,"Ludhiana, Punjab, India",,6.0,5,254,1077.0,1252.0,Datasets Expert
Salio,1274,expert,https://www.kaggle.com/saliblue,0,4,3,81,a year ago,"Mashhad, Razavi Khorasan Province, Iran",,3.0,7,126,649.0,1292.0,Datasets Expert
Gregory Oliveira,1275,expert,https://www.kaggle.com/gregoryoliveira,0,1,10,81,a year ago,,2.0,2.0,11,141,1192.0,1293.0,Notebooks Expert
Demko1,1276,expert,https://www.kaggle.com/demko1,0,1,9,81,a year ago,,25.0,3.0,16,117,1126.0,1239.0,Notebooks Expert
Madhur Pant,1277,expert,https://www.kaggle.com/madhurpant,1,0,4,81,7 months ago,,,7.0,5,179,888.0,889.0,Datasets Expert
Rushikesh Dane 20,1278,expert,https://www.kaggle.com/rushikeshdane20,0,3,3,81,6 months ago,"Nashik, Maharashtra, India",1.0,1.0,10,17,1020.0,1296.0,Notebooks Expert
Bobber Cheng,1279,expert,https://www.kaggle.com/bobber,1,0,4,80,5 years ago,,9.0,8.0,8,61,624.0,1300.0,Notebooks Expert
HinePo,1280,expert,https://www.kaggle.com/hinepo,0,1,10,80,3 years ago,"Rio de Janeiro, State of Rio de Janeiro, Brazil",9.0,5.0,14,119,1007.0,1303.0,Competitions Expert
Arun Purakkatt,1281,expert,https://www.kaggle.com/arunpurakkatt,0,2,4,80,3 years ago,"Bengaluru, Karnataka, India",9.0,,13,160,1199.0,1304.0,Notebooks Expert
Twinkle Khanna,1282,expert,https://www.kaggle.com/twinkle0705,1,6,1,80,3 years ago,"Kolkata, West Bengal, India",1.0,2.0,8,205,168.0,1305.0,Notebooks Expert
Man of king,1283,expert,https://www.kaggle.com/nolenja,0,0,9,80,3 years ago,"Seoul, Seoul, South Korea",,,13,120,1192.0,1196.0,Notebooks Expert
Rajat Gupta,1284,expert,https://www.kaggle.com/rajat95gupta,1,3,1,80,2 years ago,"Jaipur, Rajasthan, India",7.0,24.0,26,242,458.0,1307.0,Competitions Expert
Eduard Trulls,1285,expert,https://www.kaggle.com/eduardtrulls,1,1,3,80,7 months ago,,,,6,42,868.0,1295.0,Notebooks Expert
Kinnera Kiran,1286,expert,https://www.kaggle.com/kinnerakiran,0,0,7,80,4 months ago,"Hyderabad, Telangana, India",3.0,7.0,50,"1,200",1203.0,1297.0,Datasets Expert
David Beniaguev,1287,master,https://www.kaggle.com/selfishgene,4,12,5,79,9 years ago,"Tel Aviv-Yafo, Tel Aviv District, Israel",15.0,9.0,35,179,9.0,1299.0,Competitions Master
Devin Anzelmo,1288,expert,https://www.kaggle.com/devinanzelmo,2,1,4,79,9 years ago,,48.0,2.0,41,548,264.0,1312.0,Competitions Master
Rob Harrand,1289,expert,https://www.kaggle.com/tentotheminus9,1,3,19,79,7 years ago,"York, England, United Kingdom",3.0,12.0,59,85,11.0,1314.0,Datasets Expert
doteeee,1290,expert,https://www.kaggle.com/narendra,0,1,9,79,6 years ago,"Bengaluru, Karnataka, India",22.0,,77,69,1158.0,1317.0,Competitions Expert
Mohammad Shahebaz,1291,expert,https://www.kaggle.com/shaz13,3,2,13,79,5 years ago,"Hyderabad, Telangana, India",23.0,10.0,24,924,101.0,1301.0,Discussion Grandmaster
Santhoshkumar,1292,expert,https://www.kaggle.com/santhoshkumarv,0,0,10,79,4 years ago,"Chennai, Tamil Nadu, India",19.0,2.0,22,107,1008.0,1320.0,Notebooks Expert
algernone,1293,expert,https://www.kaggle.com/chamecall,1,3,2,79,3 years ago,"Minsk, Minsk Region, Belarus",7.0,14.0,25,47,465.0,1322.0,Competitions Expert
Isha Sharma,1294,expert,https://www.kaggle.com/isha20,0,1,10,79,3 years ago,"Gurugram, Haryana, India",4.0,1.0,11,124,765.0,1323.0,Notebooks Expert
Jude TCHAYE,1295,expert,https://www.kaggle.com/tchaye59,1,1,10,79,3 years ago,"Beijing, Beijing, China",21.0,20.0,33,105,785.0,1324.0,Notebooks Expert
Rahul,1296,expert,https://www.kaggle.com/rahulsd91,2,3,0,79,3 years ago,"Waterloo, Ontario, Canada",6.0,3.0,5,128,196.0,1306.0,Competitions Expert
Samyuktha Mobile,1297,expert,https://www.kaggle.com/samyukthamobile,0,0,11,79,3 years ago,"Hyderabad, Telangana, India",3.0,4.0,24,23,1276.0,1325.0,Notebooks Expert
Kshitij Mohan,1298,expert,https://www.kaggle.com/kshitijmohan,0,7,4,79,3 years ago,"New Delhi, Delhi, India",35.0,12.0,18,161,313.0,1327.0,Competitions Expert
Farid Rizqi S,1299,expert,https://www.kaggle.com/faridrizqis,0,0,9,79,2 years ago,,,2.0,60,25,852.0,1289.0,Notebooks Expert
alckasoc,1300,expert,https://www.kaggle.com/vincenttu,0,0,11,79,a year ago,"San Diego, California, United States",5.0,24.0,42,60,1181.0,1308.0,Notebooks Expert
Aishik Rakshit,1301,expert,https://www.kaggle.com/aishikai,0,0,15,79,a year ago,"Kolkata, West Bengal, India",38.0,72.0,47,7,899.0,1309.0,Competitions Master
Pooja Gupta,1302,expert,https://www.kaggle.com/poojag718,0,0,11,79,a year ago,"Mumbai, Maharashtra, India",,1.0,11,22,1286.0,1310.0,Notebooks Expert
Hajar_Nazari,1303,expert,https://www.kaggle.com/hnazari8665,0,0,14,79,a year ago,,,3.0,15,136,537.0,1311.0,Notebooks Expert
Subbu Vidyasekar,1304,expert,https://www.kaggle.com/subbuvolvosekar,1,2,13,78,8 years ago,"Chennai, Tamil Nadu, India",5.0,1.0,25,142,320.0,1313.0,Notebooks Expert
Nigel A. R. Henry,1305,expert,https://www.kaggle.com/nigelhenry,1,1,3,78,7 years ago,,18.0,,5,68,1281.0,1315.0,Notebooks Expert
Jean-Michel Nairac,1306,expert,https://www.kaggle.com/nrcjea001,1,2,2,78,7 years ago,"Port Louis, Port Louis District, Mauritius",7.0,,7,42,809.0,1336.0,Competitions Expert
poteman,1307,expert,https://www.kaggle.com/poteman,1,1,7,78,7 years ago,"Beijing, Beijing, China",58.0,30.0,35,92,901.0,1316.0,Competitions Grandmaster
SolverWorld,1308,expert,https://www.kaggle.com/solverworld,1,2,9,78,6 years ago,"Boston, Massachusetts, United States",9.0,,15,200,544.0,1337.0,Competitions Master
GSD,1309,expert,https://www.kaggle.com/gsdeepakkumar,0,5,30,78,5 years ago,"Chennai, Tamil Nadu, India",23.0,1.0,115,866,70.0,1318.0,Notebooks Expert
Vlad Golubev,1310,master,https://www.kaggle.com/golubev,4,8,5,78,5 years ago,"Hanoi, Hanoi, Vietnam",81.0,5.0,17,137,52.0,1338.0,Competitions Grandmaster
revathip,1311,expert,https://www.kaggle.com/revathiprakash,0,2,10,78,5 years ago,"Sydney, New South Wales, Australia",20.0,1.0,19,36,849.0,1339.0,Notebooks Expert
GoldFish,1312,expert,https://www.kaggle.com/go1dfish,3,1,2,78,4 years ago,"Tokyo, Tokyo, Japan",13.0,,7,21,61.0,1302.0,Notebooks Expert
Taner Sekmen,1313,expert,https://www.kaggle.com/tanersekmen,3,4,0,78,3 years ago,"İzmir, Izmir, Turkey",4.0,,7,218,163.0,1341.0,Notebooks Expert
Anshuman Mishra,1314,expert,https://www.kaggle.com/shivanshuman,0,0,7,78,3 years ago,"Warangal, Telangana, India",2.0,6.0,13,67,868.0,876.0,Datasets Expert
Ahmet Buğra Buğa,1315,expert,https://www.kaggle.com/ahmetburabua,0,2,12,78,3 years ago,"İzmir, İzmir, Turkey",,3.0,14,55,598.0,1342.0,Notebooks Expert
Maher 3id,1316,expert,https://www.kaggle.com/maher3id,0,1,7,78,2 years ago,"Cairo, Cairo Governorate, Egypt",,9.0,8,42,839.0,1343.0,Datasets Expert
Yoshi_K,1317,expert,https://www.kaggle.com/yoshikuwano,0,2,6,78,2 years ago,,9.0,,8,9,866.0,1328.0,Notebooks Expert
Zülfünur Dilara Doğdu,1318,expert,https://www.kaggle.com/zlfnurdilaradodu,0,1,11,78,2 years ago,,,,22,38,526.0,1329.0,Notebooks Expert
Mateusz Jablonski,1319,expert,https://www.kaggle.com/datapple,2,1,3,78,2 years ago,"Kraków, Lesser Poland Voivodeship, Poland",,1.0,6,456,453.0,1330.0,Notebooks Expert
Luís Fernando Torres,1320,expert,https://www.kaggle.com/lusfernandotorres,0,0,8,78,a year ago,"São Paulo, State of São Paulo, Brazil",,1.0,15,63,1087.0,1331.0,Notebooks Expert
Pranali Bose,1321,expert,https://www.kaggle.com/pranalibose,0,0,10,78,a year ago,"Hyderabad, Telangana, India",4.0,2.0,13,70,834.0,1332.0,Notebooks Expert
Bhavish S,1322,expert,https://www.kaggle.com/bhavishs28,0,1,6,78,a year ago,"Mangaluru, Karnataka, India",,,21,6,829.0,1333.0,Notebooks Expert
Roni Heka,1323,expert,https://www.kaggle.com/roniheka,0,2,4,78,10 months ago,,10.0,4.0,6,9,1167.0,1334.0,Notebooks Expert
Vishal Sai Gadige,1324,expert,https://www.kaggle.com/gadigevishalsai,0,1,8,78,9 months ago,"Buffalo, New York, United States",2.0,,12,114,1185.0,1294.0,Notebooks Expert
Aida Einabadi,1325,expert,https://www.kaggle.com/aidaeinabadi,0,1,7,78,9 months ago,"Neyshabur, Razavi Khorasan Province, Iran",,3.0,8,49,1149.0,1335.0,Notebooks Expert
aysha sana,1326,expert,https://www.kaggle.com/aishasana,0,0,8,78,7 months ago,"Mangaluru, Karnataka, India",,,30,9,1285.0,1351.0,Notebooks Expert
Yashpal,1327,expert,https://www.kaggle.com/yashpaloswal,0,0,8,78,3 months ago,"Pune, Maharashtra, India",5.0,6.0,12,103,1301.0,1352.0,Datasets Expert
ahmed Elnahas,1328,expert,https://www.kaggle.com/elnahas,0,1,6,77,5 years ago,"Rome, Lazio, Italy",7.0,3.0,8,40,1055.0,1319.0,Notebooks Expert
tpmeli,1329,expert,https://www.kaggle.com/tpmeli,2,1,7,77,4 years ago,"Raleigh, North Carolina, United States",15.0,13.0,14,243,467.0,1357.0,Notebooks Expert
Mustafa Gürkan Çanakçı,1330,expert,https://www.kaggle.com/mechatronixs,0,0,10,77,4 years ago,"Istanbul, Istanbul, Turkey",1.0,4.0,24,29,1288.0,1340.0,Notebooks Expert
Aatif Fraz,1331,expert,https://www.kaggle.com/aatiffraz,0,4,3,77,3 years ago,"Jabalpur, Madhya Pradesh, India",11.0,3.0,10,132,1318.0,1326.0,Competitions Expert
Mohsin Raza,1332,expert,https://www.kaggle.com/razamh,0,1,20,77,2 years ago,"Faisalabad, Punjab, Pakistan",1.0,16.0,47,325,507.0,1363.0,Datasets Expert
Liza Konopelko,1333,expert,https://www.kaggle.com/lizakonopelko,0,1,10,77,2 years ago,"Moscow, Russia",4.0,2.0,18,14,897.0,1344.0,Notebooks Expert
Artem Solomko,1334,expert,https://www.kaggle.com/artemsolomko,0,3,7,77,2 years ago,"Moscow, Russia",4.0,,10,83,759.0,1347.0,Notebooks Expert
AravindanR,1335,expert,https://www.kaggle.com/aravindanr22052001,0,0,9,77,a year ago,"Hyderabad, Telangana, India",6.0,9.0,31,107,1272.0,1348.0,Notebooks Expert
Elmajo Adriel,1336,expert,https://www.kaggle.com/elmajoadriel,0,0,8,77,a year ago,,1.0,,17,16,1285.0,1368.0,Notebooks Expert
Harsh Singh,1337,expert,https://www.kaggle.com/harshsingh2209,0,0,9,77,a year ago,"Mumbai, Maharashtra, India",4.0,4.0,9,44,1288.0,1349.0,Datasets Expert
Vladimir Demidov,1338,master,https://www.kaggle.com/yekenot,4,7,5,76,6 years ago,"Moscow, Russia",37.0,1.0,17,70,15.0,1353.0,Notebooks Master
Amrit Virdee,1339,expert,https://www.kaggle.com/avirdee,2,1,5,76,5 years ago,"San Diego, California, United States",15.0,5.0,14,54,311.0,1373.0,Notebooks Expert
Shiro,1340,expert,https://www.kaggle.com/ludovick,2,1,4,76,5 years ago,"Paris, Île-de-France, France",23.0,74.0,7,191,218.0,1374.0,Competitions Grandmaster
Oscar Aguilar,1341,expert,https://www.kaggle.com/oscarm524,0,0,9,76,5 years ago,"Des Moines, Iowa, United States",12.0,1.0,10,130,1338.0,1354.0,Notebooks Expert
hamza,1342,expert,https://www.kaggle.com/mahmoudhamza,0,0,7,76,4 years ago,"Nashville, Tennessee, United States",1.0,,19,13,1276.0,1375.0,Notebooks Expert
Volkan Özdemir,1343,expert,https://www.kaggle.com/volkandl,0,1,10,76,4 years ago,"İzmit, Kocaeli, Turkey",1.0,6.0,27,180,525.0,1356.0,Datasets Expert
Rafael Batista,1344,expert,https://www.kaggle.com/faelk8,0,0,20,76,4 years ago,"Juiz de Fora, State of Minas Gerais, Brazil",6.0,3.0,37,66,427.0,1358.0,Notebooks Expert
Udbhav Pangotra,1345,expert,https://www.kaggle.com/udbhavpangotra,0,5,6,76,4 years ago,"Delhi, Delhi, India",10.0,4.0,16,228,491.0,1359.0,Notebooks Expert
Anirudh Gokulaprasad,1346,expert,https://www.kaggle.com/anirudhg15,0,2,11,76,3 years ago,"Chennai, Tamil Nadu, India",5.0,2.0,15,117,678.0,1360.0,Notebooks Expert
Aishwarya Wuntkal,1347,expert,https://www.kaggle.com/aishu2218,0,8,7,76,3 years ago,"Bengaluru, Karnataka, India",,1.0,15,329,191.0,1361.0,Notebooks Expert
Muhammad Ahmed,1348,expert,https://www.kaggle.com/muhammad4hmed,1,2,7,76,3 years ago,"Gharo, Sindh, Pakistan",34.0,8.0,26,160,490.0,1246.0,Competitions Master
Evan Zhang,1349,expert,https://www.kaggle.com/ironicninja,0,3,13,76,3 years ago,"Wilmington, North Carolina, United States",3.0,14.0,30,287,438.0,1362.0,Datasets Expert
Bilal Haneef,1350,expert,https://www.kaggle.com/muhammadbilalhaneef,0,1,7,76,2 years ago,"Karachi, Sindh, Pakistan",2.0,1.0,9,113,1347.0,1364.0,Notebooks Expert
Sinclair,1351,expert,https://www.kaggle.com/sinclairg,0,0,8,76,2 years ago,"Albany, New York, United States",2.0,1.0,10,175,1197.0,1365.0,Notebooks Expert
Nandini Bagga,1352,expert,https://www.kaggle.com/nandinibagga,0,1,20,76,2 years ago,"Ghaziabad, Uttar Pradesh, India",,8.0,26,40,454.0,1381.0,Datasets Expert
Tanmay Unhale,1353,expert,https://www.kaggle.com/tanmayunhale,1,1,4,76,2 years ago,"Pune, Maharashtra, India",1.0,,6,301,720.0,1345.0,Notebooks Expert
Shibu Mohapatra,1354,expert,https://www.kaggle.com/shibumohapatra,0,0,8,76,2 years ago,"Mumbai, Maharashtra, India",4.0,4.0,20,43,1348.0,1366.0,Datasets Expert
SHOWMAKER,1355,expert,https://www.kaggle.com/sh0wmaker,0,4,8,76,2 years ago,"Seongnam-si, Gyeonggi-do, South Korea",4.0,1.0,21,214,393.0,1383.0,Notebooks Expert
NohrUd,1356,expert,https://www.kaggle.com/nohrud,0,1,12,76,a year ago,,2.0,3.0,29,138,521.0,1367.0,Datasets Expert
Mitisha Agarwal,1357,expert,https://www.kaggle.com/mitishaagarwal,0,0,10,76,a year ago,"Moradabad, Uttar Pradesh, India",5.0,4.0,16,54,975.0,1384.0,Notebooks Expert
Vandana,1358,expert,https://www.kaggle.com/vandana12911,0,5,0,76,a year ago,"Bhiwani, Haryana, India",1.0,,5,80,745.0,1369.0,Notebooks Expert
Omar Maher,1359,expert,https://www.kaggle.com/omarmaher21,0,0,8,76,8 months ago,"Giza, Giza Governorate, Egypt",,1.0,20,25,1188.0,1370.0,Notebooks Expert
Kevin Morgado,1360,expert,https://www.kaggle.com/kevinmorgado,0,0,8,76,4 months ago,"Bogotá, Bogota, Colombia",7.0,1.0,10,150,1201.0,1205.0,Notebooks Expert
Anjali Chaudhary,1361,expert,https://www.kaggle.com/itsanjalichaudhary,0,1,5,76,2 months ago,"Mathura, Uttar Pradesh, India",,2.0,7,7,1249.0,1390.0,Notebooks Expert
Ouassim Adnane,1362,master,https://www.kaggle.com/ishivinal,2,8,2,75,6 years ago,"Casablanca, Casablanca-Settat, Morocco",25.0,3.0,13,619,199.0,1371.0,Notebooks Master
Philipp Spachtholz,1363,expert,https://www.kaggle.com/philippsp,4,3,4,75,6 years ago,"Regensburg, Bavaria, Germany",4.0,,11,85,4.0,1372.0,Competitions Expert
oliver,1364,expert,https://www.kaggle.com/ollibolli,0,0,10,75,5 years ago,"Zürich, Zurich, Switzerland",36.0,8.0,33,201,1112.0,1391.0,Competitions Expert
Ben Lebovitz,1365,expert,https://www.kaggle.com/beezus666,0,2,5,75,4 years ago,,8.0,2.0,15,79,1168.0,1393.0,Notebooks Expert
Golden,1366,expert,https://www.kaggle.com/goldens,1,5,8,75,4 years ago,"Rio de Janeiro, State of Rio de Janeiro, Brazil",2.0,,14,87,202.0,1355.0,Notebooks Expert
Enes Zvorničanin,1367,expert,https://www.kaggle.com/eneszvo,0,1,11,75,4 years ago,"Sarajevo, Federation of Bosnia and Herzegovina, Bosnia and Herzegovina",5.0,,18,37,669.0,1376.0,Notebooks Expert
Patrick Sánchez,1368,expert,https://www.kaggle.com/saga21,1,2,5,75,4 years ago,"Barcelona, Catalonia, Spain",5.0,,10,166,162.0,1398.0,Notebooks Expert
David Tang,1369,expert,https://www.kaggle.com/dcstang,3,0,5,75,3 years ago,"London, England, United Kingdom",2.0,2.0,11,461,156.0,1380.0,Notebooks Expert
Ben Roshan,1370,expert,https://www.kaggle.com/benroshan,0,2,17,75,3 years ago,"Bengaluru, Karnataka, India",,4.0,29,210,571.0,1401.0,Datasets Expert
Raphael Marconato,1371,expert,https://www.kaggle.com/raphaelmarconato,0,0,9,75,2 years ago,,,2.0,15,48,1343.0,1346.0,Notebooks Expert
Neha Hatti,1372,expert,https://www.kaggle.com/nehahatti,0,0,5,75,2 years ago,,,2.0,43,10,1246.0,1382.0,Notebooks Expert
David LJK,1373,expert,https://www.kaggle.com/jeongkyulim,0,2,11,75,a year ago,"Daejeon, Daejeon, South Korea",3.0,2.0,18,84,509.0,1385.0,Notebooks Expert
COCO-Chanel,1374,expert,https://www.kaggle.com/sungjunghwan,0,1,5,75,a year ago,"Seoul, Seoul, South Korea",3.0,2.0,13,8,1304.0,1386.0,Notebooks Expert
Esrat Maria,1375,expert,https://www.kaggle.com/esratmaria,0,0,9,75,a year ago,"Seoul, Seoul, South Korea",5.0,3.0,23,38,702.0,1387.0,Notebooks Expert
Alpay Abbaszade,1376,expert,https://www.kaggle.com/alpayabbaszade,0,0,8,75,a year ago,,4.0,1.0,16,10,1376.0,1410.0,Notebooks Expert
ra121e,1377,expert,https://www.kaggle.com/naoshigedoi,0,1,5,75,a year ago,"Kashima, Ibaraki, Japan",6.0,,7,54,1338.0,1350.0,Notebooks Expert
Samet Özenç,1378,expert,https://www.kaggle.com/sametoznc,0,0,6,75,5 months ago,,1.0,,6,17,1327.0,1388.0,Notebooks Expert
Branden Murray,1379,expert,https://www.kaggle.com/brandenkmurray,5,4,6,74,9 years ago,"California, United States",59.0,4.0,18,477,32.0,1412.0,Competitions Grandmaster
kenmatsu4,1380,expert,https://www.kaggle.com/kenmatsu4,2,2,13,74,8 years ago,"Tokyo, Tokyo, Japan",29.0,1.0,32,62,208.0,1413.0,Competitions Master
See--,1381,expert,https://www.kaggle.com/seesee,5,3,0,74,6 years ago,,67.0,13.0,10,236,119.0,1414.0,Competitions Master
Xiang Zhang,1382,expert,https://www.kaggle.com/electro,0,1,9,74,5 years ago,"Shanghai, Shanghai, China",7.0,22.0,13,62,1072.0,1078.0,Notebooks Expert
Chiranjeev,1383,expert,https://www.kaggle.com/chiranjeevbit,1,2,3,74,5 years ago,"Patna, Bihar, India",6.0,18.0,33,9,916.0,1392.0,Notebooks Expert
Kei Miyamae,1384,expert,https://www.kaggle.com/kei96kag,0,3,7,74,4 years ago,"Tokyo, Tokyo, Japan",16.0,,13,80,942.0,1394.0,Notebooks Expert
RohanDeySarkar,1385,expert,https://www.kaggle.com/rohandeysarkar,4,1,4,74,4 years ago,"Kolkata, West Bengal, India",8.0,3.0,18,82,207.0,1395.0,Notebooks Expert
sskknt,1386,expert,https://www.kaggle.com/sskknt,0,1,4,74,4 years ago,,10.0,1.0,5,11,1374.0,1396.0,Notebooks Expert
Manish Kumar,1387,expert,https://www.kaggle.com/hellbuoy,2,0,5,74,4 years ago,"Bengaluru, Karnataka, India",,10.0,12,105,374.0,1377.0,Datasets Expert
Liam Morgan,1388,expert,https://www.kaggle.com/lmorgan95,1,1,10,74,4 years ago,"Bromley, England, United Kingdom",,1.0,12,51,689.0,1378.0,Notebooks Expert
adldotori,1389,expert,https://www.kaggle.com/adldotori,0,3,6,74,4 years ago,"Seoul, Seoul, South Korea",7.0,4.0,21,111,747.0,1397.0,Notebooks Expert
Chirag Desai,1390,expert,https://www.kaggle.com/cid007,0,0,6,74,3 years ago,"San Francisco, California, United States",9.0,9.0,6,269,,1379.0,Datasets Expert
Beyza Nur Nakkaş,1391,expert,https://www.kaggle.com/beyzanks,0,2,8,74,3 years ago,"Ankara, Ankara, Turkey",,,13,26,1128.0,1399.0,Notebooks Expert
Sokolov Aleksandr,1392,expert,https://www.kaggle.com/sokolovaleks,0,2,9,74,3 years ago,"Antalya, Antalya, Turkey",25.0,9.0,17,40,1037.0,1400.0,Datasets Expert
Joseph Assaker,1393,expert,https://www.kaggle.com/josephassaker,1,2,3,74,3 years ago,"Beirut, Beirut Governorate, Lebanon",5.0,1.0,7,57,399.0,1402.0,Notebooks Expert
JINO ROHIT,1394,expert,https://www.kaggle.com/sparkyjunior,0,2,5,74,3 years ago,"Isa Town, Central Governorate, Bahrain",19.0,,8,326,981.0,1418.0,Competitions Expert
